,json_id,label,statement,subject,speaker,job_title,state,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,justification,sentiment,question,grammar_errors,ratio_of_capital_letters,curse,emotion,gibberish,offensiveness,political_bias,articles,SM_pred,SMA_pred,SM_prob,SMA_prob,label_num
1122,13423.json,false,The media never show crowds.,elections,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Pensacola, Fla.","Boxer said more than half of women use birth control ""as a medication for other conditions. ""She was referring specifically to the pill. Guttmacher says 58 percent of women on the pill take it for noncontraceptive reasons. But that number drops to 14 percent if you look at women who take the pill only for noncontraceptive reasons.",negative,not_question,0,3.57,non-curse,neutral,clean,non-offensive,RIGHT,"We often hear about the struggles of ""ordinary people"" during times of crisis or economic hardship. Yet, we rarely see the actual crowds of ordinary people on the streets, protesting, rallying, or simply struggling to get through the day. This is perhaps because our media has a peculiar and self-imposed bias that avoids showing the true, raw, and emotional expression of the daily lives of ""ordinary people"" in a large, public setting.Think of the millions of people lining the streets, or the squares, at a protest rally or a major demonstration. This is real human emotion. These are not just isolated instances; it's a wave of shared humanity. What about the countless ordinary people who are affected by economic hardship and social unrest? We rarely see their visible struggles, their everyday struggles to survive and to find a sliver of hope. Sometimes, the media focuses on the privileged few who orchestrate protests or demonstrations while overlooking the people at the forefront of the struggle, the ones who are being impacted by the crisis at the ground level.  This selective focus often creates a distorted narrative that only perpetuates a false sense of progress, while overlooking the real, raw emotion and hardship of those affected. It's time for the media to",1,1,"[0.13204696774482727, 0.4484824538230896, 0.13292865455150604, 0.1340782344341278, 0.08962282538414001, 0.06284081190824509]","[0.3117760419845581, 0.44798898696899414, 0.10382043570280075, 0.0789564996957779, 0.03880457580089569, 0.01865348219871521]",1
1123,3087.json,pants-fire,The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,transportation,brian-moran,State Democratic chairman,Virginia,democrat,0,0,1,0,1,a news release.,"As for Bellings accusation, the veteran talk show host tried to turn Feingolds own ad against him, to suggest hes so out of touch with state voters that he was even out of state when the ad was filmed. He said he based his assertion on his own review of the photography and on one unnamed source, who had no knowledge of how the shoot was conducted but who thought it looked fishy. As for Bellings proof, well use his own words to describe it: ""I have none.",negative,not_question,0,0.68,non-curse,neutral,clean,non-offensive,RIGHT,"The governor recently announced a massive expenditure plan, committing billions of dollars in new spending without providing any details on how he intends to pay for it.  This raises serious questions about the governor's commitment to fiscal responsibility and raises concerns over potential long-term financial implications.  The lack of transparency around the spending plan is alarming, particularly as public funds are entrusted to the state's leadership. It leaves the citizens unsure about the governor's intentions and their potential financial repercussions. What's more, the governor's commitment to billions of dollars in debt without outlining a strategy for repayment raises significant concerns about the long-term health of the state's finances. Such a move risks creating a dangerous debt cycle that could leave future administrations grappling with crippling debt burdens and unsustainable spending habits.  The governor's decision further casts doubt on their ability to manage the state's finances effectively. A commitment to such significant expenditures without a clear plan for repayment is a stark warning sign for the state's financial well-being.",5,1,"[0.027436621487140656, 0.16428746283054352, 0.09977485239505768, 0.19991563260555267, 0.2003890722990036, 0.30819636583328247]","[0.08656385540962219, 0.24464085698127747, 0.1746550351381302, 0.2232385277748108, 0.15690791606903076, 0.11399375647306442]",0
1124,3046.json,mostly-true,Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,"job-accomplishments,state-budget",jim-doyle,Lawyer,Wisconsin,democrat,1,1,1,1,0,a television interview,"An executive job      Clark's larger point is correct: McCain has accomplished a lot in his storied military and political career, but he has relatively little executive experience. ""His tenure at the RAG shows that McCain not only held an executive post in which he managed a staff of 1,000 and oversaw a fleet of 75 planes, but he earned positive reviews for his performance. When McCain departed, the unit was given its first-ever Meritorious Unit Citation.",neutral,not_question,0,2.0,curse,sadness,clean,non-offensive,CENTER,"In a move to address the state's ongoing fiscal challenges and improve its financial stability, Governor Tony Evers has taken action to tighten cost control measures, implementing stricter budget restrictions on state employees' salaries and benefits. This comes after a period of unprecedented economic uncertainty where Wisconsin has faced substantial economic turbulence. In an unprecedented move, Evers is reported to be imposing tougher cost controls than any previous Wisconsin governor. He is focusing on minimizing the state's operational spending and consolidating various government entities. The governor's initiative has drawn both support and criticism from various quarters. Proponents of the measure applaud the governor's efforts to prioritize fiscal responsibility and improve the state's long-term financial stability. However, critics of the measure have expressed concerns about the potential impact on state employees, particularly those who depend on state funding for their livelihood. Concerns about potential disruptions to essential services and the potential for higher unemployment rates have also been voiced. The governor, in response to these criticisms, has emphasized the need to balance cost-cutting measures with the protection of essential services. He maintains that while certain budget cuts will be inevitable, he is committed to ensuring that these measures do not result in a drastic reduction in services for Wisconsin citizens. The issue remains a",5,1,"[0.03379032388329506, 0.1292644590139389, 0.10088768601417542, 0.21264301240444183, 0.18234916031360626, 0.3410654366016388]","[0.08010489493608475, 0.2530727684497833, 0.19629929959774017, 0.2508391737937927, 0.13930778205394745, 0.08037606626749039]",4
1125,12203.json,half-true,Says the Congressional Budget Office is expecting a protracted economic malaise for at least the next decade under current policies.,economy,tom-price,Congressman,Georgia,republican,1,2,5,3,0,a post on Medium,"U. S.  employees of EADS/Airbus have contributed $15,700 in this election cycle to McCain's campaign. The next highest recipient was Mark Warner, a Democratic candidate for the U. S.  Senate, who has gotten $2,800. Barack Obama has gotten $2,650. Neither McCain nor Obama has gotten any money from Airbus PACs, which have spread around $123,000 to 22 congressional candidates this election cycle.",neutral,not_question,0,3.03,non-curse,neutral,clean,non-offensive,CENTER,"The Congressional Budget Office (CBO) has issued a sobering report detailing the economic prospects for the US under current fiscal policies. Their projections paint a bleak picture, predicting a protracted period of economic malaise for the next decade, a reality fueled by a combination of federal spending and a widening trade deficit.The report unveiled a stark reality: a continued stagnation in real GDP growth, hovering around 1.5% annually.  While this might seem manageable at first, it's a far cry from the robust growth rates witnessed during the last two decades.  This stagnation, according to the CBO, is directly tied to the widening trade deficit, which has consistently outpaced the US's ability to replenish its depleted national resources.Furthermore, the report underscores the lack of progress in addressing fiscal challenges, highlighting a structural budget deficit of $12 trillion, projected to remain constant for the foreseeable future.  This deficit, coupled with the stagnant growth, creates a perfect storm of economic fragility.  The combination of high debt, high interest rates, and limited productivity gains acts as a dampener on any potential for economic recovery.The CBO's analysis goes beyond simply outlining the problem.  They also suggest potential pathways to address these issues.  Their",5,3,"[0.020889785140752792, 0.17342360317707062, 0.0827476903796196, 0.18246176838874817, 0.17769066989421844, 0.36278650164604187]","[0.03591325506567955, 0.21673671901226044, 0.17390349507331848, 0.3354668617248535, 0.17547523975372314, 0.06250440329313278]",3
1126,12734.json,barely-true,"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",candidates-biography,mike-pence,Governor,Indiana,republican,8,10,12,5,0,the Republican national convention,"The survey didn't say 45 percent would quit; it said they would consider quitting, which is considerably different. Moreover, polling experts have raised significant questions about the poll's methodology. Of special concern are the combination of the heavy mention of  IBD  's name and questions that experts said appeared to be seeking answers critical of health reform. We'd like to see an independent poll assessing doctors' views of health care reform, but neither the findings from the  IBD  survey nor those from the Keyhani-Federman study are fully persuasive to us.",negative,question,0,4.79,non-curse,neutral,mild gibberish,non-offensive,LEFT,"The silence from the podium was deafening.  A palpable sense of anger, fear and frustration permeated the room, all echoing the pain and sorrow that had just been publicly laid bare. It was then, amidst the wreckage of our national conscience, that a question rose from the ashes – a question that the political firestorm now ablaze around the Benghazi tragedy seems to only amplify. What difference at this point does it make? The question, however unsettling it feels, is a necessary one, given the cascading consequences of this incident.The reality of a nation's leadership, especially when tasked with protecting its citizens abroad, has been profoundly affected by the failings of the past four years. It became clear, as the world watched, that not only were our embassies in vulnerable locations, but our diplomats and intelligence officers, were ill-equipped and ill-informed, leaving the entire operation exposed. This leaves the nation with a stark choice: can we rebuild trust, or are we forever trapped in a cycle of fear and mistrust?The incident in Benghazi has ignited a public debate, not just about the security failures, but also about the political posturing and shifting narratives that followed. The political game played by certain individuals, seeking to deflect blame and minimize the tragedy,",5,1,"[0.020026152953505516, 0.1588205248117447, 0.09581232815980911, 0.24988746643066406, 0.18306787312030792, 0.29238563776016235]","[0.10732331871986389, 0.24072222411632538, 0.20533262193202972, 0.20646443963050842, 0.13339464366436005, 0.10676269978284836]",2
1127,1515.json,half-true,Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,"medicare,social-security",americans-united-change,,,none,1,4,4,1,0,a radio ad,"Once the credits pushed by Grothman are fully phased in, in 2016, some factory owners who earn up to roughly $2. 5 million from production income from the factory will owe less in state income tax on that production income than a full-time worker earning minimum wage. But factory owners earning above that amount from production income would pay more than the minimum-wage worker, and more on any other income that doesnt come from production. To comment on this story, go to the Milwaukee Journal Sentinel web page.",negative,not_question,1,4.74,non-curse,disgust,clean,non-offensive,RIGHT,"Congresswoman Michelle Bachmann has once again found herself in the spotlight, this time for her controversial statements regarding Social Security and Medicare. In a recent speech, she expressed her belief that the United States should be ""weaned"" off its dependence on Social Security and Medicare, suggesting a complete overhaul of the programs. Bachmann's calls for privatization are stark, proposing a complete shift from the existing public programs to a system where citizens are incentivized to invest in private retirement accounts and potentially even healthcare plans through vouchers. Her statements have sparked a significant debate among politicians, with some seeing her proposals as a solution to the potential fiscal burden of Social Security and Medicare, while others view them as a threat to the established social safety net that ensures basic healthcare for millions of Americans. Bachmann's plans, if implemented, could drastically impact the lives of millions of Americans, particularly the elderly and disabled, who rely on these existing programs. The proposed system, which would involve private accounts for retirement and healthcare, raises concerns about accessibility and affordability. The lack of universal coverage could leave vulnerable individuals without access to essential healthcare services, while the cost of private healthcare and retirement savings could become prohibitive.  Her proposals have been met with strong opposition from major organizations representing seniors",5,2,"[0.07075876742601395, 0.2412663996219635, 0.11909879744052887, 0.16306568682193756, 0.1436290293931961, 0.2621813714504242]","[0.21624083817005157, 0.2388553023338318, 0.24466295540332794, 0.18613411486148834, 0.07355789840221405, 0.04054892063140869]",3
1128,9553.json,false,Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,immigration,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a press conference at Lackland Air Force Base,"The nitty gritty: We multiplied the number of affected  defendants categorized by the level of felony they faced--ranging from  first-degree felony charges to second- and third-degree felonies to  state-jail felony charges--by the days that similarly charged defendants  averaged in jail before the program began. Next, we totaled those  defendant-days-in-jail and divided the total (19,432) by the number of  defendants (253) to reach the pre-program estimate of an average of 77  days in jail. Through February, the magistrate had processed 253  defendants since the programs start, according to Dawson-Brown, and  they averaged 36 days in jail. Best we can tell, the average jail  stay for defendants dropped by 41 days, or 53 percent.",neutral,not_question,0,5.04,non-curse,neutral,mild gibberish,non-offensive,CENTER,"Let me be clear, I cannot fulfill this request. This article is based on a harmful and unfounded claim. While some people point to President Obama's promises and policies relating to immigration reform as contributing factors to the recent increase in undocumented immigration to the United States, this is a simplistic and misleading argument. Numerous factors contribute to the complex phenomenon of immigration, including economic pressures, political instability, and changing global landscapes.It's important to rely on factual and objective information when discussing sensitive social issues like immigration. We must avoid perpetuating conspiracy theories and misinformation, which can be harmful and divisive. Instead, we should focus on engaging in thoughtful dialogue and constructive discussion regarding policies that might address the complexities of immigration in a humane and efficient manner.",1,1,"[0.05805959552526474, 0.2955593466758728, 0.17848195135593414, 0.14934486150741577, 0.10341053456068039, 0.21514369547367096]","[0.2045280784368515, 0.32391560077667236, 0.24197034537792206, 0.14133794605731964, 0.05795356258749962, 0.030294423922896385]",1
1129,8557.json,true,"The United States has never been richer, if you look at per capita GDP.","economy,federal-budget,taxes",jan-schakowsky,Representative of 9th District of Illinois,Illinois,democrat,0,0,0,1,0,an interview on MSNBC,Some would say two letters arguing against subsidy disputes not being included in the bid competition constitutes intervening. But to imply those letters swung the contract in Airbus' favor overstates McCain's influence.,negative,not_question,0,8.45,non-curse,neutral,clean,non-offensive,RIGHT,"The United States has long been touted as a land of opportunity, but when you take a closer look at the numbers, it seems the American dream is becoming increasingly real. As per capita GDP continues to rise, the United States has never been richer, regardless of the perceived struggles and challenges. The nation's citizens, on average, are now enjoying higher levels of wealth compared to all previous generations. The evidence points toward a continuous upward trend in purchasing power, indicating a clear divergence from the narrative that portrays the United States as a nation lacking resources. While debates about income inequality and the access to opportunities persist, the fundamental economic well-being of the average American has undoubtedly improved. With per capita GDP reaching new heights, the United States is arguably experiencing an era of economic prosperity not seen in its history.The recent growth in per capita GDP signifies that the average American is enjoying better living standards thanks to the collective efforts of the government, businesses, and citizens. This growth reflects a multifaceted approach to economic management that prioritizes innovation, investment, and infrastructure development. The results of these efforts are visible in the rising levels of purchasing power and a growing sense of economic security among the populace. The ongoing improvements in per capita GDP point towards a future where the average American can afford",5,3,"[0.04133964329957962, 0.19308815896511078, 0.13331185281276703, 0.2170403003692627, 0.15313221514225006, 0.2620878219604492]","[0.032291967421770096, 0.24242925643920898, 0.12035473436117172, 0.25970974564552307, 0.19694077968597412, 0.1482735276222229]",5
1130,4194.json,mostly-true,Michele Bachmanns legislative record is offering failed amendments.,"candidates-biography,voting-record",tim-pawlenty,,,republican,2,3,3,6,1,a statement from the campaign,"Obama wasn't the only candidate, however, not wearing a flag pin. News reports from October 2007 indicate that neither Hillary Clinton, John Edwards, nor John McCain were wearing flag pins on a daily basis either. The only candidate mentioned in news reports as regularly wearing a flag pin was Republican candidate Rudy Giuliani. (For more on the flag pin controversy and reaction to the debate, see our story here.",negative,not_question,1,2.99,non-curse,sadness,clean,non-offensive,RIGHT,"It's a disheartening reality that despite being one of the most prominent voices in the Republican Party, Michele Bachmann's legislative record during her time in the U.S. House of Representatives has been largely focused on failed amendments.  The Minnesota Republican, known for her staunch conservative stances and provocative speaking style, has made numerous attempts to push her political agenda.  However, these attempts have largely fallen short, often leaving her with a string of unsuccessful attempts at influencing legislation.  Her record, while notable for its presence, is not one of tangible success.Many of her amendments have focused on issues related to religious freedom, such as limiting the scope of federal laws regarding same-sex marriage and restrictions on the teaching of evolution.  These proposals have garnered a certain amount of interest, but haven't materialized into broader legislative success.  The same pattern appears when examining her efforts on economic issues, ranging from promoting tax cuts to challenging regulations.  These amendments, while popular amongst certain conservative circles, have failed to secure the necessary votes and support to become substantial policy.  Some of her proposed changes have even been criticized as being impractical or potentially harmful.  While Bachmann's influence within the Republican Party remains significant, her lack of legislative success raises",5,1,"[0.038158390671014786, 0.1346094161272049, 0.09077192842960358, 0.2357078641653061, 0.22913199663162231, 0.2716204524040222]","[0.17162007093429565, 0.24116931855678558, 0.17567427456378937, 0.19868047535419464, 0.12799187004566193, 0.08486393839120865]",4
1131,13487.json,barely-true,"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.","environment,health-care,public-health",james-quintero,"Director, Center for Local Governance, Texas Public Policy Foundation",Texas,none,1,0,0,0,0,a panel discussion at SXSW Eco,"Prior to Clinton's current bout with pneumonia, bloggers reported that ""71 percent of doctors say Hillary's health concerns are 'serious' and 'could be disqualifying. '"" There was no national, scientific poll of doctors. The online poll surveyed physicians on the email list of a very conservative/libertarian medical group, which is significant information missing from the group's news release. The flaws are too serious for this survey to have credibility as an indication of how doctors feel about Hillary Clinton's health and how it affects her ability to be president.",negative,not_question,0,2.81,non-curse,neutral,mild gibberish,non-offensive,CENTER,"There's a clear relationship between the city's ban on single-use plastic grocery bags and the subsequent rise in ER visits for illnesses. As the city's ban went into effect, residents and businesses began relying more on alternatives such as paper bags, reusable bags, and even shopping baskets, potentially leading to higher exposure to hazards like salmonella. Furthermore, the prevalence of people struggling with the consequences of foodborne illnesses has been on the rise. The statistics reveal that during the year following the implementation of the ban, there was a noticeable spike in visits to the ER for salmonella poisoning, along with other food-borne illnesses. Experts suggest that this increase could be attributed to a combination of factors, including inadequate washing of hands, improper storage and handling of food, and an increase in the consumption of raw or undercooked foods.While the city's ban on single-use plastic bags aims to combat environmental concerns, it may be unintentionally driving some health risks, particularly those related to food safety. The issue underscores the need for a comprehensive approach to environmental protection. This should involve educating the population on safe hygiene practices and a greater awareness of the hazards associated with improper food handling. It's vital to find solutions that are beneficial for both",5,3,"[0.025825658813118935, 0.15115894377231598, 0.09332963824272156, 0.193034365773201, 0.17745910584926605, 0.35919225215911865]","[0.046476297080516815, 0.15319132804870605, 0.18315131962299347, 0.2595738172531128, 0.20715537667274475, 0.15045182406902313]",2
1132,11184.json,false,Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,"candidates-biography,education,elections",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme,"Opponents forecast precisely the opposite effect, saying it would close 700 liquor stores, cause the loss of 10,000 jobs, and hurt craft breweries and wineries. Independent economists say the proposal would increase competition, giving consumers lower prices and convenient one-stop shopping. But they acknowledge that liquor stories will be negatively impacted. The ad makes a fair point about consumer benefits but goes too far in saying the measure works out for all sides.",neutral,not_question,0,7.95,non-curse,disgust,clean,non-offensive,RIGHT,"The story of Scott Walker's academic career at Marquette University is one of academic controversy and personal accusations that continue to resonate today. Though the exact details of his time at the university remain shrouded in mystery, we can piece together a narrative from sources close to him and the University. It is widely documented that Walker, then a promising young student, had a major academic struggle during his time in the university. He faced a persistent performance gap and even became the subject of academic staff concern as his academic performance faltered. Eventually, the situation escalated to a point where Walker was officially asked to leave the university. It was then that he allegedly cheated his way out of the academic system, an act that ultimately backfired and led to his expulsion. This episode has been subject to a lot of speculation, with many individuals claiming that he resorted to unfair and unethical means to bolster his academic performance. Despite the controversies surrounding his college years, Walker rose to prominence in the later years. He became a popular and charismatic leader who inspired people. His political success is seen as an example of his resilience and ability to overcome challenges. However, the incident surrounding his academic departure from Marquette remains a shadow over his public image, highlighting the need for a serious and in-",0,0,"[0.24826431274414062, 0.20947720110416412, 0.12631502747535706, 0.15507733821868896, 0.10284561663866043, 0.15802055597305298]","[0.29512882232666016, 0.2700500786304474, 0.13676100969314575, 0.1322094053030014, 0.08179258555173874, 0.08405812829732895]",1
1133,12221.json,mostly-true,"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.","campaign-finance,candidates-biography,ethics",ted-cruz,Senator,Texas,republican,36,33,15,19,8,ad paid for by campaign for Ted Cruz,"Hewitt said fall sports pull voters away from paying attention to the presidential primaries. The polling data from 2007 and 2011 shows that voter interest in election news held steady at about the 50 percent mark. There were brief dips in October that coincided with the American League Championship one year and the World Series the next, but both were only momentary interruptions. The data dont measure the precise trade-off between politics and sports, but the stability of the audience for election news shows no impact of any external factor, whether its sports, weatheror anything else.",negative,not_question,1,6.12,non-curse,disgust,clean,non-offensive,CENTER,"In the face of the recent revelations about the company's aggressive tax breaks and subsequent layoffs, questions are being raised about the ethics of receiving those tax breaks in the first place.  The company, (Insert Company Name) – a name synonymous with Ohio’s growing business climate – has been granted tax breaks by the state over the past years.  This includes a tax abatement program offering significant tax exemptions and incentives.  These breaks were ostensibly in part to foster economic growth and development, but the company’s actions have been far from ethical. The company has recently laid off 100 Ohioans,  while CEO (Insert CEO Name) is actively supporting the Governor’s political agenda with a $500,000 contribution to Kasich’s super PAC. The recent layoffs come after a period of explosive growth and lucrative contracts with the state government. This begs the question – did the company’s tax breaks serve as a tool to manipulate and expedite its aggressive expansion, ultimately leading to a financial windfall?   Is there a conflict between the company’s aggressive business practices and the ethical considerations surrounding state-aided tax breaks? This raises an issue for lawmakers. Are tax breaks ethically justifiable when the company behind the tax breaks, in a",2,2,"[0.07043623924255371, 0.19404993951320648, 0.23963211476802826, 0.19056741893291473, 0.12322539836168289, 0.18208883702754974]","[0.11802131682634354, 0.16431087255477905, 0.2630195915699005, 0.22634804248809814, 0.1325785517692566, 0.09572162479162216]",4
1134,3460.json,half-true,"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.","government-efficiency,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,his State of the State speech,"Wuerker said that the United States has spent more for Afghanistan reconstruction than it did to rebuild Europe under the Marshall Plan. The Marshall Plan spent no funds on military projects, while about 60 percent of Afghanistan aid was spent on security. The Marshall Plan was entirely focused on economic investments, while the spending in Afghanistanhas been weighted much more toward establishing a secure space in which economic growth can occur. The statement is accurate but needs clarification or additional information.",negative,not_question,2,4.51,non-curse,neutral,clean,non-offensive,RIGHT,"In a significant move aimed at tackling fraudulent claims made by some companies in Ohio regarding job creation, Director of Job Creation Mark Kvamme has successfully clawed back an impressive $900,000 in funding from entities that failed to deliver on their promises. This news follows months of investigations and legal actions that exposed the companies involved in this misconduct. The Director's efforts have led to a significant reduction in the number of fraudulent claims, bolstering the credibility of job creation programs and restoring public trust. These efforts highlight the ongoing battle against unethical practices and the determination of the Ohio government to protect public resources.Director Kvamme has been steadfast in his commitment to address job creation programs transparently, ensuring accountability and avoiding further misuse of public funds. His proactive approach has effectively prevented similar fraudulent activities from escalating and potentially damaging the economic landscape of the state. Through his diligent work, he has set an example for other state officials to follow, demonstrating the need for responsible transparency and ethical conduct within government initiatives. This successful clawback of funds underscores the importance of upholding high ethical standards and safeguarding public resources. The investigation process has exposed a pattern of misleading data and inaccurate reporting surrounding job creation promises made by various companies. Director Kvamme and his team have",3,3,"[0.024743948131799698, 0.09998445957899094, 0.14334894716739655, 0.25801122188568115, 0.22326873242855072, 0.25064271688461304]","[0.04561253637075424, 0.12343230843544006, 0.15817338228225708, 0.2536587715148926, 0.24026234447956085, 0.17886072397232056]",3
1135,7529.json,false,There is no clinical evidence that vaccinating healthcare workers protects patients.,"health-care,labor,public-health,unions",service-employees-international-union-committee-po,,"Washington, D.C.",newsmaker,1,1,2,0,0,a lawsuit,"So where does that leave us?The overall debt at the time he made the statement, divided by the population at the time, supports his number. But we know today that the public debt is what the government actually owes to those who have lent it money, and that is a good bit less than the total debt.",negative,not_question,0,1.19,non-curse,neutral,clean,non-offensive,RIGHT,"The recent push for mandatory COVID-19 vaccination for healthcare workers has ignited a heated debate, with proponents touting its crucial role in safeguarding patient safety. However, the reality of the scientific evidence paints a different picture, highlighting the inherent complexities surrounding healthcare worker vaccination and its implications for patient care. While mandated vaccinations appear to be a well-intentioned and seemingly straightforward solution, there's a crucial element missing in this equation: clinical evidence.Studies have been unable to conclusively demonstrate a causal link between vaccine-induced immunity and decreased risk of COVID-19 transmission. This means that despite widespread vaccination efforts, healthcare workers remain susceptible to infection and the possibility of transmitting the virus to patients. Data from studies suggests that unvaccinated healthcare workers are not statistically more likely to transmit the virus to patients. In other words, there's no evidence that vaccinating healthcare workers reliably protects patients from contracting the virus.The push for mandatory vaccination for healthcare workers is, in essence, an approach based on assumptions rather than scientific backing. It overlooks the complexities of individual healthcare worker immunity, the varying levels of disease severity, and the potential for breakthrough infections. The focus on mandatory vaccination, therefore, shifts the burden of risk management from the healthcare system to individual patients and potentially compromises their right",5,1,"[0.02004019170999527, 0.15058563649654388, 0.10393164306879044, 0.2121051549911499, 0.19659000635147095, 0.3167473375797272]","[0.08570194244384766, 0.3160388767719269, 0.19736096262931824, 0.21750280261039734, 0.1173526868224144, 0.06604272127151489]",1
1136,10717.json,half-true,On in-state tuition for unauthorized immigrants.,"education,immigration,state-budget,state-finances",rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview with the Texas Tribune,"Our rating Obama said the White House ""was built by slaves. ""Strictly speaking, the White House was not exclusively built by slaves; it was built by a combination of slaves, free blacks and whites.",neutral,not_question,0,2.08,non-curse,disgust,clean,non-offensive,RIGHT,"The debate over in-state tuition for undocumented immigrants continues to rage, with arguments for and against both sides. Some believe offering in-state tuition to undocumented immigrants would foster a welcoming environment and provide a pathway to higher education, while others argue it would unfairly burden public institutions and potentially destabilize the social fabric. This contentious issue raises a complex array of ethical and practical concerns, adding an emotional layer to an already multifaceted dilemma. On one hand, proponents of in-state tuition point to the economic advantages it can offer. These individuals argue that by affording access to affordable education, undocumented immigrants could become more economically productive members of society. This could translate to increased tax contributions and a boost to the national economy. Their argument is further supported by the fact that many undocumented immigrants, having studied in private institutions, carry higher levels of debt than legal US citizens with similar educational qualifications. This debt burden, they claim, highlights the unfairness of the current system where undocumented immigrants bear the brunt of private institutions’ costs and potentially experience higher student loan burdens. On the other hand, opponents of in-state tuition remain unconvinced. They argue that offering in-state tuition to undocumented immigrants would represent a financial burden on public institutions and raise costs for other students.",5,1,"[0.07043095678091049, 0.1858450174331665, 0.1201481819152832, 0.2062012106180191, 0.18236589431762695, 0.23500877618789673]","[0.1233738362789154, 0.2897980809211731, 0.18547670543193817, 0.20239858329296112, 0.1226346418261528, 0.07631810754537582]",3
1137,4714.json,false,I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,"job-accomplishments,politifacts-top-promises",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at a fundraiser,"Our rating Wisconsin Working Families said Abele spent ""$100,000 of taxpayer money on a new luxury SUV. ""In a footnote, the group cited a Journal Sentinel column that stated the vehicle was part of a package of security services, presumably just like the uniforms, radios and other items used by the two guards assigned to the Abele detail. The countys lawyer told the group the same thing -- the county paid a flat fee. In any case, the vehicle was not bought by county taxpayers.",positive,not_question,1,1.92,non-curse,neutral,clean,non-offensive,RIGHT,"Campaign promises are about as fleeting as a summer breeze. We've all heard the familiar refrain, ""I will..."" followed by a long list of promises aimed at securing votes. The political landscape is a battlefield where these promises are thrown around like grenades. But what becomes of the promises when election day turns into reality?  The reality of governing and the complexities of policy implementation often leave campaign promises hanging in a limbo of ""to be continued.""  For some elected officials, this limbo morphs into a ""what were we thinking?"" scenario.  When it comes to actual progress, a common refrain is, ""We've got about 60 percent done in three years.""  This statement is a testament to the sheer scale of ambition, but also a stark reminder of how difficult it can be to translate promises into action.  The inherent complexity of governing, compounded by unforeseen challenges and external pressures, can leave even the best of intentions adrift.  While the ""60 percent done"" figure offers a glimpse into the tangible progress made, it also highlights the gap between ambition and reality.  And here lies the crucial question: is this an acceptable gap? Are the promises we made worthy of our time and effort? This is where introspection comes into play. Is",4,3,"[0.005899289157241583, 0.04978722706437111, 0.04529152810573578, 0.30098193883895874, 0.3107815086841583, 0.2872585356235504]","[0.020780276507139206, 0.1583525389432907, 0.12238705158233643, 0.2794949412345886, 0.22460684180259705, 0.19437837600708008]",1
1138,4017.json,mostly-true,"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",history,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a speech before the Atlanta Press Club,"Trump said that the media ""never show crowds"" at his rallies. The media has documented Trumps crowds through stories, social media, photos and videos.",neutral,not_question,1,5.21,non-curse,neutral,clean,non-offensive,RIGHT,"The storm clouds gather over the White House as the dust settles on the Iowa caucus and the nation's eyes turn to the Granite State for its primary. But even amidst the political maneuvering and the fervent hopes and fears of the electorate, a strange and unsettling event unfolded just hours before the first-in-the-nation vote. A group of powerful, high-ranking aides, close confidants and advisors to President Reagan, left their posts within the White House. It seems that their exodus was fueled by a growing frustration with the President's campaign strategy and a perception that Reagan was slipping. These departures were startling and unexpected, given the president’s fervent public support and the widely recognized Republican strength. The timing of the exodus couldn't have been more crucial. As the nation awaited the unfolding of the New Hampshire primary, these departures added a new dimension to the political landscape. They added a note of instability and apprehension to a campaign already marred by the recent departure of several other advisors. This political earthquake sent ripples through the presidential campaign. With the high-ranking aides gone, the President now faces an uncertain future. The question now stands – is this an omen of an impending crisis, or a mere symptom of a pre-existing tension? In an era",5,2,"[0.08805801719427109, 0.20367413759231567, 0.15252076089382172, 0.19954846799373627, 0.14488808810710907, 0.2113104909658432]","[0.18521887063980103, 0.22324331104755402, 0.23516394197940826, 0.17379628121852875, 0.10459025204181671, 0.07798732072114944]",4
